movie_id,actor_id
559,547
562,547
563,547
1715,547
548,548
80,549
307,549
549,549
2451,549
550,550
551,551
1483,551
300,552
426,552
438,552
552,552
436,553
553,553
713,553
871,553
1295,553
1709,553
554,554
868,554
2996,554
555,555
556,556
2450,556
32,557
81,557
119,557
295,557
313,557
437,557
450,557
557,557
1311,557
2562,557
558,558
118,559
455,559
547,559
559,559
562,559
563,559
1715,559
50,560
191,560
448,560
456,560
560,560
710,560
711,560
870,560
873,560
187,561
561,561
118,562
455,562
547,562
559,562
562,562
563,562
1715,562
118,563
455,563
547,563
559,563
562,563
563,563
1715,563
564,564
565,565
566,566
567,567
1557,567
568,568
21,569
359,569
569,569
2578,569
2969,569
3147,569
570,570
1577,570
571,571
3474,571
572,572
1349,572
3089,572
573,573
574,574
575,575
576,576
201,577
490,577
577,577
578,578
1223,578
128,579
464,579
579,579
1735,579
580,580
2922,580
581,581
582,582
1729,582
59,583
60,583
583,583
737,583
584,584
1378,584
2006,584
2730,584
2737,584
2963,584
585,585
3620,585
586,586
587,587
2593,587
3627,587
3755,587
588,588
1481,588
589,589
133,590
142,590
590,590
1498,590
86,591
322,591
591,591
592,592
2892,592
593,593
1764,593
3343,593
3477,593
594,594
595,595
11,596
24,596
25,596
101,596
151,596
596,596
604,596
647,596
791,596
818,596
890,596
966,596
1243,596
2516,596
597,597
810,597
1346,597
1376,597
598,598
599,599
1230,599
3234,599
2,600
36,600
63,600
155,600
600,600
778,600
832,600
953,600
1217,600
1614,600
1774,600
601,601
602,602
1641,602
368,603
463,603
603,603
751,603
11,604
24,604
25,604
101,604
151,604
596,604
604,604
647,604
791,604
818,604
890,604
966,604
1243,604
2516,604
605,605
1236,605
1607,605
606,606
607,607
608,608
609,609
1010,609
1013,609
1479,609
1618,609
2005,609
3919,609
610,610
611,611
612,612
729,612
88,613
613,613
765,613
1630,613
517,614
614,614
3037,614
7,615
615,615
2756,615
3155,615
616,616
617,617
618,618
1609,618
2627,618
619,619
620,620
631,620
1338,620
3376,620
327,621
621,621
1340,621
2600,621
3637,621
622,622
644,622
782,622
802,622
820,622
921,622
952,622
1673,622
1818,622
623,623
1212,623
624,624
1097,624
2359,624
2931,624
625,625
626,626
503,627
627,627
2493,627
3725,627
9,628
93,628
628,628
910,628
1027,628
1096,628
1795,628
1879,628
2393,628
2960,628
3215,628
3600,628
148,629
156,629
258,629
352,629
629,629
1374,629
387,630
630,630
620,631
631,631
1338,631
3376,631
276,632
632,632
661,632
1028,632
2545,632
633,633
634,634
33,635
341,635
635,635
1039,635
2235,635
636,636
637,637
1667,637
3358,637
638,638
1244,638
1946,638
2061,638
639,639
640,640
641,641
642,642
955,642
237,643
259,643
478,643
643,643
654,643
1802,643
1931,643
2266,643
2491,643
622,644
644,644
782,644
802,644
820,644
921,644
952,644
1673,644
1818,644
645,645
666,645
674,645
646,646
11,647
24,647
25,647
101,647
151,647
596,647
604,647
647,647
791,647
818,647
890,647
966,647
1243,647
2516,647
323,648
648,648
1676,648
2268,648
2881,648
39,649
159,649
373,649
649,649
774,649
1162,649
1622,649
382,650
474,650
650,650
767,650
773,650
901,650
1222,650
651,651
8,652
37,652
145,652
147,652
243,652
343,652
361,652
652,652
879,652
1658,652
2062,652
653,653
3944,653
237,654
259,654
478,654
643,654
654,654
1802,654
1931,654
2266,654
2491,654
655,655
968,655
110,656
124,656
365,656
404,656
656,656
668,656
1110,656
1124,656
1365,656
1404,656
1656,656
1668,656
2110,656
2124,656
2365,656
2404,656
2656,656
2668,656
3110,656
3124,656
3365,656
3404,656
3656,656
3668,656
376,657
524,657
657,657
658,657
940,657
949,657
957,657
964,657
1809,657
376,658
524,658
657,658
658,658
940,658
949,658
957,658
964,658
1809,658
659,659
660,660
276,661
632,661
661,661
1028,661
2545,661
662,662
1616,662
72,663
168,663
275,663
340,663
663,663
1016,663
1029,663
1109,663
15,664
71,664
111,664
165,664
173,664
278,664
484,664
664,664
671,664
687,664
960,664
1003,664
1033,664
1164,664
2527,664
2529,664
2752,664
665,665
645,666
666,666
674,666
667,667
1524,667
3355,667
110,668
124,668
365,668
404,668
656,668
668,668
1110,668
1124,668
1365,668
1404,668
1656,668
1668,668
2110,668
2124,668
2365,668
2404,668
2656,668
2668,668
3110,668
3124,668
3365,668
3404,668
3656,668
3668,668
669,669
3806,669
670,670
1332,670
2001,670
15,671
71,671
111,671
165,671
173,671
278,671
484,671
664,671
671,671
687,671
960,671
1003,671
1033,671
1164,671
2527,671
2529,671
2752,671
672,672
673,673
679,673
1043,673
645,674
666,674
674,674
47,675
675,675
676,676
693,676
852,676
945,676
1167,676
3702,676
44,677
410,677
677,677
678,678
673,679
679,679
1043,679
680,680
681,681
682,682
1979,682
2932,682
683,683
684,684
396,685
685,685
780,685
1803,685
2499,685
3598,685
686,686
2690,686
15,687
71,687
111,687
165,687
173,687
278,687
484,687
664,687
671,687
687,687
960,687
1003,687
1033,687
1164,687
2527,687
2529,687
2752,687
688,688
427,689
536,689
689,689
699,689
1418,689
228,690
690,690
811,690
12,691
115,691
167,691
225,691
431,691
691,691
853,691
965,691
985,691
991,691
1234,691
1854,691
692,692
833,692
861,692
1168,692
1527,692
676,693
693,693
852,693
945,693
1167,693
3702,693
694,694
695,695
74,696
696,696
3243,696
697,697
417,698
698,698
1848,698
427,699
536,699
689,699
699,699
1418,699
700,700
703,700
995,700
1446,700
1547,700
1870,700
182,701
298,701
701,701
702,702
700,703
703,703
995,703
1446,703
1547,703
1870,703
429,704
704,704
705,705
706,706
707,707
2997,707
708,708
709,709
50,710
191,710
448,710
456,710
560,710
710,710
711,710
870,710
873,710
50,711
191,711
448,711
456,711
560,711
710,711
711,711
870,711
873,711
712,712
3454,712
436,713
553,713
713,713
871,713
1295,713
1709,713
714,714
715,715
981,715
1545,715
1562,715
1873,715
2701,715
716,716
2719,716
717,717
1565,717
718,718
719,719
2716,719
720,720
721,721
348,722
722,722
723,723
724,724
383,725
482,725
725,725
784,725
824,725
951,725
726,726
2765,726
727,727
2727,727
3475,727
728,728
612,729
729,729
346,730
730,730
3084,730
731,731
732,732
733,733
1218,733
734,734
735,735
736,736
59,737
60,737
583,737
737,737
214,738
738,738
739,739
740,740
741,741
1252,741
1421,741
1904,741
2889,741
2896,741
3502,741
38,742
742,742
3209,742
743,743
1333,743
744,744
745,745
1775,745
1915,745
493,746
746,746
896,746
747,747
748,748
912,748
749,749
766,749
1620,749
3479,749
750,750
1733,750
368,751
463,751
603,751
751,751
752,752
1750,752
1903,752
2339,752
210,753
753,753
2099,753
754,754
226,755
506,755
755,755
781,755
927,755
947,755
756,756
1599,756
1628,756
2473,756
757,757
758,758
2246,758
759,759
760,760
761,761
762,762
944,762
3902,762
763,763
764,764
88,765
613,765
765,765
1630,765
749,766
766,766
1620,766
3479,766
382,767
474,767
650,767
767,767
773,767
901,767
1222,767
768,768
790,768
769,769
1093,769
2624,769
770,770
771,771
772,772
382,773
474,773
650,773
767,773
773,773
901,773
1222,773
39,774
159,774
373,774
649,774
774,774
1162,774
1622,774
235,775
775,775
776,776
217,777
329,777
362,777
777,777
1024,777
1037,777
1099,777
1511,777
1756,777
2904,777
3795,777
2,778
36,778
63,778
155,778
600,778
778,778
832,778
953,778
1217,778
1614,778
1774,778
62,779
779,779
1205,779
1882,779
396,780
685,780
780,780
1803,780
2499,780
3598,780
226,781
506,781
755,781
781,781
927,781
947,781
622,782
644,782
782,782
802,782
820,782
921,782
952,782
1673,782
1818,782
783,783
2782,783
2788,783
383,784
482,784
725,784
784,784
824,784
951,784
785,785
216,786
786,786
787,787
926,787
3587,787
505,788
788,788
938,788
1523,788
1955,788
2655,788
789,789
931,789
1908,789
768,790
790,790
11,791
24,791
25,791
101,791
151,791
596,791
604,791
647,791
791,791
818,791
890,791
966,791
1243,791
2516,791
792,792
1954,792
3390,792
793,793
794,794
499,795
795,795
1745,795
1797,795
796,796
252,797
255,797
797,797
826,797
827,797
980,797
798,798
3332,798
799,799
800,800
801,801
622,802
644,802
782,802
802,802
820,802
921,802
952,802
1673,802
1818,802
803,803
1135,803
3499,803
804,804
805,805
17,806
73,806
283,806
806,806
1824,806
2037,806
171,807
248,807
393,807
807,807
963,807
2598,807
3006,807
808,808
3,809
108,809
164,809
398,809
416,809
523,809
809,809
823,809
849,809
974,809
1001,809
1484,809
1649,809
597,810
810,810
1346,810
1376,810
228,811
690,811
811,811
812,812
813,813
814,814
815,815
1815,815
816,816
817,817
1396,817
11,818
24,818
25,818
101,818
151,818
596,818
604,818
647,818
791,818
818,818
890,818
966,818
1243,818
2516,818
819,819
1155,819
1420,819
1692,819
2528,819
3002,819
3036,819
3513,819
3730,819
622,820
644,820
782,820
802,820
820,820
921,820
952,820
1673,820
1818,820
149,821
263,821
525,821
821,821
822,822
3,823
108,823
164,823
398,823
416,823
523,823
809,823
823,823
849,823
974,823
1001,823
1484,823
1649,823
383,824
482,824
725,824
784,824
824,824
951,824
825,825
1670,825
2743,825
3652,825
252,826
255,826
797,826
826,826
827,826
980,826
252,827
255,827
797,827
826,827
827,827
980,827
828,828
829,829
830,830
831,831
2,832
36,832
63,832
155,832
600,832
778,832
832,832
953,832
1217,832
1614,832
1774,832
692,833
833,833
861,833
1168,833
1527,833
834,834
425,835
528,835
835,835
1837,835
836,836
414,837
533,837
837,837
846,837
1526,837
112,838
288,838
424,838
434,838
838,838
1439,838
839,839
279,840
840,840
1894,840
841,841
3597,841
3631,841
842,842
843,843
844,844
845,845
414,846
533,846
837,846
846,846
1526,846
847,847
1855,847
2547,847
3400,847
848,848
3,849
