id,actor
1260,Elena Anaya
1261,Haaz Sleiman
1262,Rosario Dawson
1263,Claire Danes
1264,Evan McGuire
1265,Sylvie Testud
1266,Li Sun
1267,Jessica Biel
1268,Gary Stretch
1269,Lena Headey
1270,Jonathan Rhys Meyers
1271,Patrick Wilson
1272,Leigh Whannell
1273,Gaspard Ulliel
1274,Patricia Clarkson
1275,Benicio Del Toro
1276,Shin Ha-kyun
1277,Barry Pepper
1278,Ashton Kutcher
1279,Naomie Harris
1280,Aki Maeda
1281,Rupert Grint
1282,Christopher Eccleston
1283,Vicellous Shannon
1284,Justin Theroux
1285,Ming-Na Wen
1286,Kiefer Sutherland
1287,Kevin Bacon
1288,Jeremy Irons
1289,Gary Farmer
1290,Bill Paxton
1291,Robert Duvall
1292,Wiley Wiggins
1293,Toshirô Yanagiba
1294,Marie-Laure Dougnac
1295,Meg Ryan
1296,Jodi Benson
1297,Priscilla Presley
1298,John Candy
1299,John Getz
1300,Bruce Spence
1301,James Remar
1302,Frank Oz
1303,Patrick McGoohan
1304,Irene Miracle
1305,François Truffaut
1306,Nina van Pallandt
1307,James Coburn
1308,Telly Savalas
1309,Sebastian Cabot
1310,Vanessa Redgrave
1311,Paul McCartney
1312,George Peppard
1313,Rock Hudson
1314,Montgomery Clift
1315,John Hodiak
1316,Madeleine Carroll
1317,Bob Gunton
1318,Aaron Eckhart
1319,Martin Balsam
1320,Elliot Page
1321,Meat Loaf
1322,Orlando Bloom
1323,Gary Sinise
1324,Carrie Fisher
1325,Michael Berryman
1326,Leslie Odom Jr.
1327,Cho Yeo-jeong
1328,Leandro Firmino
1329,Tom Sizemore
1330,David Morse
1331,Giorgio Cantarini
1332,Lawrence A. Bonney
1333,Shima Iwashita
1334,Keiko Tsushima
1335,Lionel Barrymore
1336,Zazie Beetz
1337,Melissa Benoist
1338,Omar Sy
1339,Frank Finlay
1340,Connie Nielsen
1341,Beverly D'Angelo
1342,Antonella Attili
1343,Akemi Yamaguchi
1344,Lea Thompson
1345,Vera Miles
1346,Paul Henreid
1347,Henry Bergman
1348,Florence Lee
1349,Boluwatife Treasure Bankole
1350,Ismail Hacioglu
1351,Vijay Sethupathi
1352,Ryô Narita
1353,Fatima Sana Shaikh
1354,Shameik Moore
1355,Mona Singh
1356,Jeff Garlin
1357,Kang Hye-jeong
1358,Joe Pantoliano
1359,Yûko Tanaka
1360,Elizabeth McGovern
1361,Paul Freeman
1362,Danny Lloyd
1363,Sumita Sanyal
1364,Charles Laughton
1365,Adolphe Menjou
1366,Wendell Corey
1367,Erich von Stroheim
1368,Jack Oakie
1369,Daniel Mays
1370,Sohum Shah
1371,Radhika Apte
1372,Asha Sharath
1373,Annika Wedderkopp
1374,Sareh Bayat
1375,Maxim Gaudette
1376,Deniz Baysal
1377,Hümeyra
1378,Eli Roth
1379,Tom Wilkinson
1380,Rufus
1381,Jennifer Connelly
1382,Thora Birch
1383,Bahare Seddiqi
1384,Don Rickles
1385,Michael Madsen
1386,Vincent D'Onofrio
1387,Liubomiras Laucevicius
1388,Carrie Henn
1389,Elizabeth Berridge
1390,Steven Bauer
1391,Cybill Shepherd
1392,Michael Bates
1393,William Sylvester
1394,James Mason
1395,Barbara Bel Geddes
1396,Donald O'Connor
1397,Shin'ichi Himori
1398,Lianella Carell
1399,Inge Landgut
1400,Gustav Fröhlich
1401,Jackie Coogan
1402,Varun Sharma
1403,Mohit Raina
1404,Ramachandra Raju
1405,Linda Cardellini
1406,Neeraj Kabi
1407,Anushka Shetty
1408,Lisa Haydon
1409,Giorgi Nakashidze
1410,Pawan Malhotra
1411,Nawazuddin Siddiqui
1412,Manjot Singh
1413,Rajesh Abhay
1414,Pablo Rago
1415,Joel Edgerton
1416,Jordan Nagai
1417,Margot Robbie
1418,Sagarika Ghatge
1419,Ciarán Hinds
1420,Sergi López
1421,Joan Cusack
1422,Rupert Graves
1423,Siddharth
1424,Shernaz Patel
1425,Kishori Ballal
1426,Ulrich Matthes
1427,Tatsuya Gashûin
1428,Nick Moran
1429,Sermin Hürmeriç
1430,Val Kilmer
1431,Raveena Tandon
1432,Alison Doody
1433,Ljubica Adzovic
1434,Chika Sakamoto
1435,Bonnie Bedelia
1436,Jinpachi Nezu
1437,Lena Nyman
1438,Michael Ansara
1439,Richard Attenborough
1440,Frank Overton
1441,Richard Widmark
1442,Ingrid Thulin
1443,Bengt Ekerot
1444,Robert Manuel
1445,Robert Cummings
1446,Sô Yamamura
1447,Masayuki Mori
1448,George Sanders
1449,Tim Holt
1450,Robert Stack
1451,Tom Murray
1452,Joe Keaton
1453,Luàna Bajrami
1454,Kirti Kulhari
1455,Aoi Yûki
1456,Cho Jin-woong
1457,Suzanne Clément
1458,Dafne Keen
1459,Sean Bridgers
1460,Mónica Villa
1461,Tina Fey
1462,Demet Akbag
1463,Mithun Chakraborty
1464,Mathieu Amalric
1465,Neil Patrick Harris
1466,Haru Kuroki
1467,Luke Bracey
1468,Bill Hader
1469,Ileana D'Cruz
1470,Olivia Wilde
1471,Lisa Hannigan
1472,Indraneil Sengupta
1473,Nicholas Hoult
1474,Jimmy Sheirgill
1475,Christopher Carley
1476,Cary-Hiroyuki Tagawa
1477,Eric Bana
1478,Catherine Keener
1479,Eun-ju Lee
1480,Vernon Dobtcheff
1481,Gracy Singh
1482,Roe-ha Kim
1483,Akshaye Khanna
1484,Daryl Hannah
1485,Ellen DeGeneres
1486,Goya Toledo
1487,Mélanie Thierry
1488,Branka Katic
1489,John Goodman
1490,Ping Lam Siu
1491,Jonny Lee Miller
1492,Mirjana Jokovic
1493,Saïd Taghmaoui
1494,Amrish Puri
1495,Andrea Eckert
1496,Frédérique Feder
1497,Jeff Goldblum
1498,Alison Crosbie
1499,Saifei He
1500,Corey Feldman
1501,Dean Stockwell
1502,Hisako Kyôda
1503,Keith David
1504,James Laurenson
1505,José Lewgoy
1506,Kristina Adolphson
1507,Sean Young
1508,Michael Palin
1509,Burt Young
1510,Peter Finch
1511,Ignat Daniltsev
1512,John Huston
1513,Kari Sylwan
1514,Jüri Järvet
1515,Nathalie Delon
1516,Strother Martin
1517,Margaretha Krook
1518,Nikolay Grinko
1519,Yacef Saadi
1520,Enrique Rambal
1521,Victor Buono
1522,Keiju Kobayashi
1523,Valentin Zubkov
1524,Gunnel Lindblom
1525,Claire Maurier
1526,Stephen Boyd
1527,Franca Marzi
1528,Isuzu Yamada
1529,Peter van Eyck
1530,Robert Arthur
1531,Edmond O'Brien
1532,Marius Goring
1533,Frank Morgan
1534,Pierre Fresnay
1535,Walter Connolly
1536,André Berley
1537,Al Ernest Garcia
1538,Margaret Livingston
1539,Marion Mack
1540,Friedrich Feher
1541,Gajraj Rao
1542,Christopher Heyerdahl
1543,Kumud Mishra
1544,Rosemarie DeWitt
1545,Kristen Wiig
1546,Ginnifer Goodwin
1547,Ramya Krishnan
1548,Mary Steenburgen
1549,Izabela Vidovic
1550,Ranveer Singh
1551,John Gallagher Jr.
1552,Arifin Putra
1553,Matthew Goode
1554,Ana de Armas
1555,Gwilym Lee
1556,Will Poulter
1557,Ezra Miller
1558,Helena Bonham Carter
1559,T.J. Miller
1560,Kalki Koechlin
1561,Siu-Wong Fan
1562,Sheetal Menon
1563,Ilker Kizmaz
1564,Freida Pinto
1565,Caio Junqueira
1566,Jaden Smith
1567,Hyuk-ho Kwon
1568,Ozan Güven
1569,Lou Romano
1570,Konstantin Lavronenko
1571,Jong-ho Kim
1572,Lola Dueñas
1573,Craig Bierko
1574,In-mun Kim
1575,Jane Galloway Heitz
1576,Shinpachi Tsuji
1577,Marília Pêra
1578,Thierry van Werveke
1579,J.T. Walsh
1580,Phyllis Logan
1581,Akio Ôtsuka
1582,Catherine O'Hara
1583,Chris Elliott
1584,Benjamin Bratt
1585,James Rebhorn
1586,Robby Benson
1587,Graham Greene
1588,Ruby Dee
1589,Mami Koyama
1590,Otto Sander
1591,Francine Racette
1592,Kotoe Hatsui
1593,Rohini Hattangadi
1594,Ken'ichi Hagiwara
1595,Melvyn Douglas
1596,Tony Roberts
1597,Penelope Allen
1598,Marty Feldman
1599,Victor Jory
1600,Linda Blair
1601,Alec Cawthorne
1602,Leonard Frey
1603,Gastone Moschin
1604,Katharine Ross
1605,Kim Hunter
1606,George Segal
1607,Eleanor Parker
1608,Geraldine Chaplin
1609,Marianne Koch
1610,André S. Labarthe
1611,Piper Laurie
1612,Ricky Nelson
1613,Ben Gazzara
1614,Burl Ives
1615,Susan Harrison
1616,Vince Edwards
1617,Lillian Gish
1618,Richard Basehart
1619,Paul Meurisse
1620,Otto Preminger
1621,Eddie Albert
1622,Frank Lovejoy
1623,Valerie Hobson
1624,Stanley Holloway
1625,Clifton Webb
1626,Gladys George
1627,John Carradine
1628,Norman Taurog
1629,Paulette Dubost
1630,Maureen O'Sullivan
1631,John Wray
1632,Grigoriy Aleksandrov
1633,Sahil Vaid
1634,Kirin Kiki
1635,Julia Greer
1636,Michael Stuhlbarg
1637,Hayley Squires
1638,Rima Te Wiata
1639,Samantha Isler
1640,Maria Doyle Kennedy
1641,Oscar Isaac
1642,Seamus Davey-Fitzpatrick
1643,Taner Birsel
1644,Isabelle Huppert
1645,Adel Bencherif
1646,Dominique McElligott
1647,Per Ragnar
1648,Jason Cope
1649,Evan Rachel Wood
1650,Tarun Arora
1651,Vlad Ivanov
1652,John Billingsley
1653,Tsuyoshi Ihara
1654,Justine Waddell
1655,Danielle Proulx
1656,Jean-Baptiste Maunier
1657,Terrence Howard
1658,Kate Ashfield
1659,Güven Kiraç
1660,Filip Sovagovic
1661,Yoshiyuki Takei
1662,Graciela Tenenbaum
1663,Kate Hudson
1664,Takashi Tachibana
1665,Mamaengaroa Kerr-Bell
1666,Dennis Hopper
1667,Takeshi Aono
1668,Penelope Ann Miller
1669,Alison Whelan
1670,Bill Bernstein
1671,Christopher Guest
1672,Darren McGavin
1673,Cab Calloway
1674,Mariel Hemingway
1675,Ann Reinking
1676,Scott H. Reiniger
1677,Jack Warden
1678,Zamira Saunders
1679,Pupella Maggio
1680,Paul Frankeur
1681,Helena Rojo
1682,Vivian Pickles
1683,Stephen Young
1684,Robert Ryan
1685,Karl Hardman
1686,Warren Oates
1687,Jean Simmons
1688,Lea Massari
1689,Stella Dassas
1690,Julie Harris
1691,Thomas Mitchell
1692,Ruth Roman
1693,William H. Lynn
1694,John Payne
1695,John Ridgely
1696,Phillip Terry
1697,Ralph Bellamy
1698,Olivia de Havilland
1699,Chico Marx
1700,Robert Armstrong
1701,Olga Baclanova
1702,Gustav von Wangenheim
1703,Michelle Dockery
1704,Rajit Kapoor
1705,Paul Raci
1706,Babak Karimi
1707,Marco Giallini
1708,Janelle Monáe
1709,Hugh Bonneville
1710,Kyle Chandler
1711,Joel Basman
1712,Alan Tudyk
1713,Florence Pugh
1714,Jerome Flynn
1715,Dominic West
1716,Ali Mosaffa
1717,Sabrina Ferilli
1718,Annu Kapoor
1719,Scott Adsit
1720,Mehdi Nebbou
1721,Miori Takimoto
1722,Annie Potts
1723,Sylvia Hoeks
1724,Masaki Okada
1725,Jeon Gook-Hwan
1726,Barkhad Abdirahman
1727,Tae-hoon Kim
1728,Jason Mitchell
1729,Jin Goo
1730,Yeong-hie Seo
1731,Richard Armitage
1732,Leonie Benesch
1733,Ewa Fröling
1734,Sacha Baron Cohen
1735,Magnus Millang
1736,Famke Janssen
1737,Rupert Friend
1738,Hugh Walsh
1739,Tuncel Kurtiz
1740,Dalia Hernández
1741,Tilda Swinton
1742,Nicolas Bro
1743,Iain Rea
1744,Yoshiaki Umegaki
1745,Gustaf Skarsgård
1746,Mía Maestro
1747,Pavel Ponomaryov
1748,Michel Robin
1749,Christopher Adamson
1750,Lorelei Linklater
1751,Wood Harris
1752,Ziyi Zhang
1753,Candela Peña
1754,Paul Sanchez
1755,Norman Reedus
1756,Eddie Murphy
1757,Billy Zane
1758,Ren Osugi
1759,Sarah Jessica Parker
1760,Juliette Lewis
1761,Art LaFleur
1762,John Haycraft
1763,Katrin Cartlidge
1764,Sela Ward
1765,Lillo Brancato
1766,Dan Riba
1767,Teresa Mo
1768,Lisanne Falk
1769,Hudhail Al-Amir
1770,Julie Kavner
1771,Rei Sakuma
1772,Sally Yeh
1773,Kevin Peter Hall
1774,Dan Hicks
1775,Mia Sara
1776,Jeff Cohen
1777,Oprah Winfrey
1778,Molly Ringwald
1779,Diahnne Abbott
1780,Peter Coyote
1781,Jane Alexander
1782,Chief Dan George
1783,Allen Garfield
1784,Eric Baugin
1785,Michel Auclair
1786,Helmut Griem
1787,Peter Ostrum
1788,Sylvia Miles
1789,Richard Crenna
1790,Michael J. Pollard
1791,David Tomlinson
1792,Bernhard Wicki
1793,Henri Serre
1794,Megs Jenkins
1795,Daniel Boulanger
1796,Walter Brennan
1797,Macdonald Carey
1798,Andy Devine
1799,Paul Lukas
1800,Charles Ruggles
1801,Ann Dvorak
1802,Diego Cortina Autrey
1803,Gemma Jones
1804,Julia Jones
1805,Bradley Whitford
1806,Ving Rhames
1807,Filip Berg
1808,Kasumi Arimura
1809,Tom Prior
1810,Nat Wolff
1811,Salim Kechiouche
1812,Nell Cattrysse
1813,Shammi Kapoor
1814,June Squibb
1815,Jane Lynch
1816,Marcia Gay Harden
1817,Will Ferrell
1818,Ricky Adelayitor
1819,Justin Timberlake
1820,Justin Bartha
1821,Geoffrey Arend
1822,Katsunosuke Hori
1823,Amy Ryan
1824,Rebecca De Mornay
1825,Mitsutaka Itakura
1826,Asaka Seto
1827,Jo Hartley
1828,Gillian Anderson
1829,Craig Parkinson
1830,Zachary Levi
1831,Thom Hoffman
1832,Qiu Yuen
1833,Aitana Sánchez-Gijón
1834,Kerry Washington
1835,Giovanni Ribisi
1836,John Hodgman
1837,Billy Connolly
1838,Nora-Jane Noone
1839,Chulpan Khamatova
1840,Rob Maxey
1841,Oliver Stokowski
1842,Jean Heywood
1843,Stephen Trask
1844,Julia Roberts
1845,Pamela Adlon
1846,Mary Kay Bergman
1847,David Herman
1848,Olivia Williams
1849,Chete Lera
1850,Greg Kinnear
1851,Francis Huster
1852,Justin Braine
1853,Derek Jacobi
1854,Liam Cunningham
1855,Marilyn Ghigliotti
1856,Roberta Maxwell
1857,Dave Goelz
1858,Delroy Lindo
1859,Russell Means
1860,Bunshi Katsura Vi
1861,Alec Baldwin
1862,Demi Moore
1863,Mary Stuart Masterson
1864,Joanna Cassidy
1865,Johanna ter Steege
1866,Richard Griffiths
1867,Miranda Richardson
1868,Helmut Qualtinger
1869,Verna Bloom
1870,Patrick Horgan
1871,DeForest Kelley
1872,Judd Hirsch
1873,Robert Hays
1874,Kiyoshi Kobayashi
1875,Tony Moran
1876,Georges Adet
1877,Slim Pickens
1878,Jack Kehoe
1879,Jim Kelly
1880,Ned Beatty
1881,Harry Guardino
1882,Mary Ure
1883,John Fiedler
1884,Michel Piccoli
1885,John Fraser
1886,Ulla Jacobsson
1887,Honor Blackman
1888,Polly Bergen
1889,Moira Shearer
1890,Juliette Mayniel
1891,Larry Gates
1892,Sal Mineo
1893,Cecil Parker
1894,Barry Fitzgerald
1895,Hugh Marlowe
1896,Robert Morley
1897,George Macready
1898,Norman Ferguson
1899,William Harrigan
1900,Joseph Lee
1901,Matvey Novikov
1902,Lindsay Duncan
1903,Ann Owens
1904,Franz Rogowski
1905,Tugba Sunguroglu
1906,Dave Bautista
1907,Jon Hamm
1908,Alan Alda
1909,Sarah Vowell
1910,Tessa Thompson
1911,Roman Madyanov
1912,Sophie Kennedy Clark
1913,Andy Serkis
1914,Ray Sahetapy
1915,Anna Kendrick
1916,Sam Elliott
1917,Markus Rygaard
1918,Jason Segel
1919,Antonio Resines
1920,Jan Cornet
1921,Max Riemelt
1922,Tim McGraw
1923,Danai Gurira
1924,Sienna Miller
1925,Pascal Greggory
1926,Yong Dong
1927,Paul Giamatti
1928,Toby Kebbell
1929,David Wenham
1930,Carla Gugino
1931,Elisabeth Shue
1932,Thibault Verhaeghe
1933,Bobby Cannavale
1934,Bae Doona
1935,Amy Smart
1936,Tarô Yamamoto
1937,Anjelica Huston
1938,Daniel Giménez Cacho
1939,Richard Harris
1940,Fionnula Flanagan
1941,Joseph Fiennes
1942,Josh Lucas
1943,Herbert Knaup
1944,Tobey Maguire
1945,Arno Frisch
1946,John Roselius
1947,James Fleet
1948,Crispin Glover
1949,Annie Corley
1950,Janusz Gajos
1951,Barbara Hershey
1952,Ralph Macchio
1953,Dominique Pinon
1954,Daniel Stern
1955,Andy Garcia
1956,Samuel E. Wright
1957,O.J. Simpson
1958,Laila Robins
1959,Gary Busey
1960,Jane Fonda
1961,Michael Preston
1962,Dorsey Wright
1963,Jerry Nelson
1964,Roberts Blossom
1965,Richard Briers
1966,Bo Hopkins
1967,Teri Garr
1968,Romolo Valli
1969,Louis Prima
1970,Sarah Miles
1971,George Harrison
1972,Walter Slezak
1973,Lucie Mannheim
1974,William Sadler
1975,Caroline Goodall
1976,Zach Grenier
1977,Sean Bean
1978,Sally Field
1979,Aldo Giuffrè
1980,Lorraine Bracco
1981,Billy Dee Williams
1982,Peter Brocco
1983,Renée Elise Goldsberry
1984,Choi Woo-sik
1985,Aparna Balamurali
1986,Matheus Nachtergaele
1987,Rumi Hiiragi
1988,Edward Burns
1989,Bonnie Hunt
1990,Giustino Durano
1991,Andrew Kevin Walker
1992,Kasi Lemmons
1993,Tetsurô Tanba
1994,Yukiko Shimazaki
1995,Frances Conroy
1996,Paul Reiser
1997,Anne Le Ny
1998,Emilia Fox
1999,Oliver Reed
2000,Jennifer Lien
2001,Stephen Baldwin
2002,James Earl Jones
2003,Robert Patrick
2004,Isa Danieli
2005,Yoshiko Shinohara
2006,John Gavin
2007,Tiny Sandford
2008,Harry Myers
2009,Kawsar Al Haddad
2010,Kyung-jin Lee
2011,Shraddha Srinath
2012,Sanya Malhotra
2013,Jake Johnson
2014,Sharman Joshi
2015,Tisca Chopra
2016,Fred Willard
2017,Ulrich Tukur
2018,Kim Byeong-Ok
2019,Mark Boone Junior
2020,Treat Williams
2021,John Rhys-Davies
2022,Scatman Crothers
2023,Frederic Forrest
2024,Veronica Cartwright
2025,Ramesh Deo
2026,Kyôko Kagawa
2027,Keenan Wynn
2028,Thelma Ritter
2029,Nancy Olson
2030,Reginald Gardiner
2031,Jyoti Malshe
2032,Anil Dhawan
2033,Ansiba
2034,Lasse Fogelstrøm
2035,Mustafa Kamel
2036,Celile Toyon Uysal
2037,Ege Tanman
2038,Mélanie Laurent
2039,Gerry Robert Byrne
2040,Lorella Cravotta
2041,Dennis Farina
2042,Marlon Wayans
2043,Wes Bentley
2044,Stellan Skarsgård
2045,Nafise Jafar-Mohammadi
2046,Jim Varney
2047,Angus Macfadyen
2048,Chris Penn
2049,Adam Baldwin
2050,Vladas Bagdonas
2051,Roy Dotrice
2052,Mary Elizabeth Mastrantonio
2053,Charles Durning
2054,Warren Clarke
2055,Daniel Richter
2056,Mara Krupp
2057,Ray Walston
2058,Jessie Royce Landis
2059,Tom Helmore
2060,Debbie Reynolds
2061,Haruo Tanaka
2062,Elena Altieri
2063,Byron Barr
2064,Otto Wernicke
2065,Rudolf Klein-Rogge
2066,Carl Miller
2067,Prateik
2068,Archana Jois
2069,Sebastian Maniscalco
2070,Caleb Landry Jones
2071,Tamannaah Bhatia
2072,Rashida Jones
2073,Rajat Kapoor
2074,Jeffrey Ho
2075,Misha Meskhi
2076,Art Malik
2077,Tigmanshu Dhulia
2078,Ram Kapoor
2079,Hemendra Dandotiya
2080,Carla Quevedo
2081,Jennifer Morrison
2082,John Ratzenberger
2083,Shilpa Shukla
2084,Martin Stringer
2085,Stephen Rea
2086,Ayesha Kapoor
2087,Smit Sheth
2088,Juliane Köhler
2089,Akihiro Miwa
2090,Kim Basinger
2091,Yesim Salkim
2092,Karisma Kapoor
2093,Denholm Elliott
2094,Husnija Hasimovic
2095,Shigesato Itoi
2096,Reginald VelJohnson
2097,Daisuke Ryû
2098,Frank Vincent
2099,Halvar Björk
2100,Johnny Sekka
2101,Amjad Khan
2102,Eric Idle
2103,Rosemary Murphy
2104,Yôko Tsukasa
2105,George Raft
2106,Nils Poppe
2107,Janine Darcey
2108,John Williams
2109,Setsuko Hara
2110,Celeste Holm
2111,Bruce Bennett
2112,Felix Bressart
2113,Erwin Connelly
2114,Valeria Golino
2115,Andrea Tariang
2116,Kenshô Ono
2117,Bárbara Lennie
2118,Moon So-Ri
2119,Patrick Huard
2120,Kay Kay Menon
2121,Boyd Holbrook
2122,Wendy Crewson
2123,Diego Starosta
2124,Graham Norton
2125,Ayberk Pekcan
2126,Boman Irani
2127,Mahesh Manjrekar
2128,Tyler Perry
2129,Yukito Nishii
2130,Teresa Palmer
2131,Lewis Black
2132,Saurabh Shukla
2133,Caitriona Balfe
2134,Liev Schreiber
2135,Katrina Kaif
2136,Melissa Leo
2137,Zoë Kravitz
2138,Aamir Bashir
2139,Ahney Her
2140,Michael Gambon
2141,Kazuko Yoshiyuki
2142,Sarah Roemer
2143,Barry Humphries
2144,Christopher Mintz-Plasse
2145,Xolani Mali
2146,Hyeong-jin Kong
2147,Louise Lemoine Torrès
2148,Sunil Dutt
2149,Jae-ho Song
2150,Alexander Gould
2151,Álvaro Guerrero
2152,Yûko Miyamura
2153,Rachel Shelley
2154,Bill Nunn
2155,Noah Emmerich
2156,Florijan Ajdini
2157,Tung Cho 'Joe' Cheung
2158,Kevin McKidd
2159,Steve Buscemi
2160,Slavko Stimac
2161,Abdel Ahmed Ghili
2162,Farida Jalal
2163,Hanno Pöschl
2164,Jean-Pierre Lorit
2165,Faye Wong
2166,Philip King
2167,You Ge
2168,Cuifen Cao
2169,Josh Charles
2170,Jerry O'Connell
2171,Aurore Clément
2172,Gorô Naya
2173,Richard Masur
2174,Eleanor David
2175,Miguel Ángel Fuentes
2176,Börje Ahlstedt
2177,Edward James Olmos
2178,Terry Gilliam
2179,John Savage
2180,Hardy Krüger
2181,Oleg Yankovskiy
2182,Perry Lopez
2183,John Hillerman
2184,Vladislav Dvorzhetskiy
2185,Cathy Rosier
2186,J.D. Cannon
2187,Nikolay Sergeev
2188,Samia Kerbash
2189,José Baviera
2190,Wesley Addy
2191,Yûnosuke Itô
2192,Evgeniy Zharikov
2193,Birgitta Pettersson
2194,Dick York
2195,Guy Decomble
2196,Haya Harareet
2197,Kamatari Fujiwara
2198,Dorian Gray
2199,Sessue Hayakawa
2200,Folco Lulli
2201,Porter Hall
2202,Margaret Wycherly
2203,Joseph Schildkraut
2204,Judith Anderson
2205,Edward Arnold
2206,Roscoe Karns
2207,Maurice Schutz
2208,Harry Crocker
2209,Bodil Rosing
2210,Glen Cavender
2211,Lil Dagover
2212,Richard Dormer
2213,Prakash Belawadi
2214,Sunny Pawar
2215,Kate Mara
2216,Jason Bateman
2217,Sathyaraj
2218,Vijay Raaz
2219,Kaitlyn Dever
2220,Oka Antara
2221,Allen Leech
2222,Ben Hardy
2223,Paul Rudd
2224,Milhem Cortaz
2225,Bryce Dallas Howard
2226,Ed Skrein
2227,Merila Zare'i
2228,Dibyendu Bhattacharya
2229,Ka Tung Lam
2230,Katie A. Keane
2231,Baris Bagci
2232,Steve Zahn
2233,Brian Howe
2234,Kagiso Kuypers
2235,Julia Stiles
2236,Jin-mo Joo
2237,Safak Sezer
2238,Patton Oswalt
2239,Jeffrey Wright
2240,Nataliya Vdovina
2241,Kim Young-Min
2242,Mabel Rivera
2243,Jaya Bachchan
2244,Anthony Chau-Sang Wong
2245,Jason Lee
2246,Song Wok-suk
2247,Altan Erkekli
2248,Holmes Osborne
2249,Peter Stormare
2250,Joseph A. Carpenter
2251,Masaaki Ôkura
2252,Paprika Steen
2253,Soia Lira
2254,John Ritter
2255,Claire Rushbrook
2256,Joseph Melito
2257,William Hickey
2258,Stephen Tobolowsky
2259,Enrique Castillo
2260,Gabrielle Anwar
2261,Linda Larkin
2262,Jesse Corti
2263,Rodney A. Grant
2264,Richard Edson
2265,Tesshô Genda
2266,Curt Bois
2267,Stanislas Carré de Malberg
2268,Minori Terada
2269,Paul Winfield
2270,Roshan Seth
2271,Carol Kane
2272,Lorraine Gary
2273,Sully Boyar
2274,Peter Boyle
2275,Don Gordon
2276,John Matthews
2277,Ben Johnson
2278,Molly Picon
2279,Enzo Tarascio
2280,Sidney Blackmer
2281,Maurice Evans
2282,William Daniels
2283,Sandy Dennis
2284,Richard Haydn
2285,Wolfgang Lukschy
2286,Sandra Milo
2287,Guylaine Schlumberger
2288,Yvonne Furneaux
2289,Angie Dickinson
2290,Arthur O'Connell
2291,Joseph Calleia
2292,Jack Carson
2293,Martin Milner
2294,Jay C. Flippen
2295,James Gleason
2296,Aldo Silvani
2297,Robert Strauss
2298,Hartley Power
2299,Carl Benton Reid
2300,Joan Greenwood
2301,Dick Hogan
2302,Rhonda Fleming
2303,Joyce Carey
2304,Vincent Price
2305,Charley Grapewin
2306,Richard Thorpe
2307,Mila Parély
2308,Nat Pendleton
2309,Arnold Lucy
2310,Ivan Bobrov
2311,Saswata Chatterjee
2312,Mayu Matsuoka
2313,Azhy Robertson
2314,Amira Casar
2315,Sharon Percy
2316,Bob Balaban
2317,Rachel House
2318,Annalise Basso
2319,Jack Reynor
2320,Ariane Labed
2321,Ahmet Mümtaz Taylan
2322,James Cromwell
2323,Alexandre Tharaud
2324,Reda Kateb
2325,Rosie Shaw
2326,Henrik Dahl
2327,Nathalie Boltt
2328,Mark Margolis
2329,Dara Singh
2330,Elijah Smith
2331,Alexandru Potocean
2332,Elizabeth Berrington
2333,Ellen Crawford
2334,Ryô Kase
2335,Kim Uylenbroek
2336,Émile Vallée
2337,Kad Merad
2338,Lucy Davis
2339,Zarah Jane McKenzie
2340,Emmy Rossum
2341,Leonor Watling
2342,Georges Siatidis
2343,Beau Billingslea
2344,María Mercedes Villagra
2345,Jeanne Bates
2346,Luis Guzmán
2347,Shigeru Muroi
2348,Julian Arahanga
2349,Benoît Régent
2350,Osamu Saka
2351,John Leguizamo
2352,Anthony Michael Hall
2353,Kirsten Sheridan
2354,Claire Bloom
2355,Charles Martin Smith
2356,Katherine Helmond
2357,Kimberly Stringer
2358,Scott Schwartz
2359,Michael Murphy
2360,Leland Palmer
2361,Gaylen Ross
2362,Juan Ferrara
2363,Armando Brancia
2364,Bulle Ogier
2365,Del Negro
2366,Cyril Cusack
2367,Michael Strong
2368,Marilyn Eastman
2369,John Castle
2370,Lee Grant
2371,Angela Lansbury
2372,Dominique Blanchar
2373,Pierre Barbaud
2374,Ward Bond
2375,Lloyd Bridges
2376,Leo G. Carroll
2377,Victoria Horne
2378,Gene Lockhart
2379,Louis Calhern
2380,Martha Vickers
2381,Howard Da Silva
2382,Ruth Hussey
2383,Basil Rathbone
2384,Bruce Cabot
2385,Roscoe Ates
2386,Greta Schröder
2387,Jeremy Strong
2388,Shishir Sharma
2389,Lauren Ridloff
2390,Mina Sadati
2391,Edoardo Leo
2392,Sally Hawkins
2393,Diljit Dosanjh
2394,Disha Patani
2395,Lucas Hedges
2396,Mikkel Boe Følsgaard
2397,Walton Goggins
2398,Eliza Scanlen
2399,Robert Gulaczyk
2400,Pauline Burlet
2401,Carlo Buccirosso
2402,Lillete Dubey
2403,Dolly Ahluwalia
2404,Jamie Chung
2405,Lydia Wilson
2406,Priya Anand
2407,Masahiko Nishimura
2408,Tony Hale
2409,Craig Ferguson
2410,Ho-jin Chun
2411,Hee-won Kim
2412,Neil Brown Jr.
2413,Je-mun Yun
2414,Yoo-Jeong Kim
2415,Ken Stott
2416,Lena Endre
2417,Lars Ranthe
2418,Leland Orser
2419,Zac Mattoon O'Brien
2420,Gerard Hendrick
2421,Nursel Köse
2422,Michelle Rodriguez
2423,Linh Dan Pham
2424,Rudy Youngblood
2425,Julia Ormond
2426,Kirron Kher
